date,info
2019-07-13 22:39:33.501000+00:00,"{""temperature"":26.65,""linkquality"":21,""humidity"":68.79,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:33.527000+00:00,"{""temperature"":26.65,""linkquality"":18,""humidity"":68.73,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:36.757000+00:00,"{""temperature"":26.53,""linkquality"":21,""humidity"":68.73,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:36.798000+00:00,"{""temperature"":26.53,""linkquality"":21,""humidity"":68.57,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:40.472000+00:00,"{""temperature"":26.55,""linkquality"":23,""humidity"":68.57,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:40.473000+00:00,"{""temperature"":26.55,""linkquality"":21,""humidity"":68.54,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:40.501000+00:00,"{""temperature"":26.55,""linkquality"":21,""humidity"":68.54,""pressure"":1011,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:43.699000+00:00,"{""temperature"":26.5,""linkquality"":23,""humidity"":68.54,""pressure"":1011,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:43.746000+00:00,"{""temperature"":26.5,""linkquality"":23,""humidity"":68.55,""pressure"":1011,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:46.984000+00:00,"{""temperature"":26.55,""linkquality"":15,""humidity"":68.55,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:47.017000+00:00,"{""temperature"":26.55,""linkquality"":15,""humidity"":68.59,""pressure"":1012,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:50.205000+00:00,"{""temperature"":26.53,""linkquality"":31,""humidity"":68.59,""pressure"":1011,""battery"":80,""voltage"":2965}"
2019-07-13 22:39:50.234000+00:00,"{""temperature"":26.53,""linkquality"":31,""humidity"":68.56,""pressure"":1011,""battery"":80,""voltage"":2965}"
2019-07-13 22:40:21.224000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":18}"
2019-07-13 22:40:23.475000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":19}"
2019-07-13 22:40:25.734000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":18}"
2019-07-13 22:40:27.991000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":18}"
2019-07-13 22:40:30.251000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":18}"
2019-07-13 22:40:32.513000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":19}"
2019-07-13 22:40:34.772000+00:00,"{""occupancy"":false,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":17}"
2019-07-13 22:40:35.295000+00:00,"{""occupancy"":false,""linkquality"":65,""battery"":100,""voltage"":3015,""illuminance"":17}"
2019-07-13 22:40:35.325000+00:00,"{""occupancy"":true,""linkquality"":63,""battery"":100,""voltage"":3015,""illuminance"":17}"
2019-07-13 22:40:56.386000+00:00,"{""occupancy"":true,""linkquality"":68,""battery"":100,""voltage"":3015,""illuminance"":17}"
